email,firstName,lastName,teamId
robert.edwards2@tak.nz,Robert,Edwards,6414
barbara.cook2@tak.nz,Barbara,Cook,6415
charles.bailey2@tak.nz,Charles,Bailey,6416
margaret.ward2@tak.nz,Margaret,Ward,6417
steven.bennett2@tak.nz,Steven,Bennett,6418
michelle.castillo2@tak.nz,Michelle,Castillo,6419
george.jimenez2@tak.nz,George,Jimenez,6420
sharon.coleman2@tak.nz,Sharon,Coleman,5781
jacob.simmons2@tak.nz,Jacob,Simmons,5782
helen.reynolds2@tak.nz,Helen,Reynolds,5783
justin.chapman2@tak.nz,Justin,Chapman,5784
katherine.marshall2@tak.nz,Katherine,Marshall,5785
frank.warren2@tak.nz,Frank,Warren,5786
ruth.larsen2@tak.nz,Ruth,Larsen,5787
aaron.cameron2@tak.nz,Aaron,Cameron,5788
victoria.grant2@tak.nz,Victoria,Grant,5789
peter.chambers2@tak.nz,Peter,Chambers,5790
judith.nolan2@tak.nz,Judith,Nolan,5791
keith.lawson2@tak.nz,Keith,Lawson,5792
gloria.blackwood2@tak.nz,Gloria,Blackwood,5793
harold.sutherland2@tak.nz,Harold,Sutherland,5794
judy.jones2@tak.nz,Judy,Jones,5795
billy.lopez2@tak.nz,Billy,Lopez,5796
danielle.jackson2@tak.nz,Danielle,Jackson,5797
albert.sanchez2@tak.nz,Albert,Sanchez,5798
lori.allen2@tak.nz,Lori,Allen,5799
roy.flores2@tak.nz,Roy,Flores,5800
erin.campbell2@tak.nz,Erin,Campbell,5801
curtis.turner2@tak.nz,Curtis,Turner,5802
bethany.stewart2@tak.nz,Bethany,Stewart,5803
fred.ortiz2@tak.nz,Fred,Ortiz,5804
mary.howard2@tak.nz,Mary,Howard,5805
william.brooks2@tak.nz,William,Brooks,5806
jessica.ruiz2@tak.nz,Jessica,Ruiz,5807
daniel.myers2@tak.nz,Daniel,Myers,5808
sandra.perry2@tak.nz,Sandra,Perry,5809
andrew.barnes2@tak.nz,Andrew,Barnes,5810
amanda.patterson2@tak.nz,Amanda,Patterson,5811
ronald.moreno2@tak.nz,Ronald,Moreno,5812
cynthia.ellis2@tak.nz,Cynthia,Ellis,5813
nicholas.harrison2@tak.nz,Nicholas,Harrison,5814
brenda.simpson2@tak.nz,Brenda,Simpson,5815
brandon.pedersen2@tak.nz,Brandon,Pedersen,5816
debra.ferguson2@tak.nz,Debra,Ferguson,5817
raymond.marsh2@tak.nz,Raymond,Marsh,5818
heather.boyd2@tak.nz,Heather,Boyd,5819
adam.palmer2@tak.nz,Adam,Palmer,5820
kelly.burton2@tak.nz,Kelly,Burton,5821
ethan.radley2@tak.nz,Ethan,Radley,5822
andrea.smith2@tak.nz,Andrea,Smith,5823
terry.davis2@tak.nz,Terry,Davis,5824
sara.anderson2@tak.nz,Sara,Anderson,5825
arthur.perez2@tak.nz,Arthur,Perez,5826
madison.lewis2@tak.nz,Madison,Lewis,5827
gabriel.scott2@tak.nz,Gabriel,Scott,5828
brittany.nelson2@tak.nz,Brittany,Nelson,5829
elijah.roberts2@tak.nz,Elijah,Roberts,5830
tiffany.cruz2@tak.nz,Tiffany,Cruz,5831
bobby.murphy2@tak.nz,Bobby,Murphy,5832
sophia.peterson2@tak.nz,Sophia,Peterson,5833
jimmy.cox2@tak.nz,Jimmy,Cox,5834
leah.james2@tak.nz,Leah,James,5835
chad.alvarez2@tak.nz,Chad,Alvarez,5836
jennifer.foster2@tak.nz,Jennifer,Foster,5837
richard.bell2@tak.nz,Richard,Bell,5838
karen.vasquez2@tak.nz,Karen,Vasquez,5839
anthony.graham2@tak.nz,Anthony,Graham,5840
kimberly.hayes2@tak.nz,Kimberly,Hayes,5841
kenneth.ford2@tak.nz,Kenneth,Ford,5842
deborah.wells2@tak.nz,Deborah,Wells,5843
jason.berg2@tak.nz,Jason,Berg,5844
amy.fraser2@tak.nz,Amy,Fraser,5845
jonathan.douglas2@tak.nz,Jonathan,Douglas,5846
nicole.harvey2@tak.nz,Nicole,Harvey,5847
samuel.hunt2@tak.nz,Samuel,Hunt,5848
catherine.franklin2@tak.nz,Catherine,Franklin,5849
dennis.whitfield2@tak.nz,Dennis,Whitfield,5850
virginia.redmond2@tak.nz,Virginia,Redmond,5851
henry.brown2@tak.nz,Henry,Brown,5852
lauren.hernandez2@tak.nz,Lauren,Hernandez,5853
noah.moore2@tak.nz,Noah,Moore,5854
hannah.harris2@tak.nz,Hannah,Harris,5855
sean.young2@tak.nz,Sean,Young,5856
marie.hill2@tak.nz,Marie,Hill,5857
jordan.rivera2@tak.nz,Jordan,Rivera,5858
denise.evans2@tak.nz,Denise,Evans,5859
logan.reyes2@tak.nz,Logan,Reyes,5860
abigail.gutierrez2@tak.nz,Abigail,Gutierrez,5861
randy.kelly2@tak.nz,Randy,Kelly,5862
alice.watson2@tak.nz,Alice,Watson,5863
bradley.mendoza2@tak.nz,Bradley,Mendoza,5864
renee.patel2@tak.nz,Renee,Patel,5865
todd.jenkins2@tak.nz,Todd,Jenkins,5866
tara.henderson2@tak.nz,Tara,Henderson,5867
john.jordan2@tak.nz,John,Jordan,5868
elizabeth.wallace2@tak.nz,Elizabeth,Wallace,5869
thomas.bryant2@tak.nz,Thomas,Bryant,5870
lisa.mcdonald2@tak.nz,Lisa,McDonald,5871
donald.webb2@tak.nz,Donald,Webb,5872
donna.andersen2@tak.nz,Donna,Andersen,5873
brian.macdonald2@tak.nz,Brian,MacDonald,5874
rebecca.bishop2@tak.nz,Rebecca,Bishop,5875
ryan.holt2@tak.nz,Ryan,Holt,5876
angela.curtis2@tak.nz,Angela,Curtis,5877
larry.manning2@tak.nz,Larry,Manning,5878
samantha.kingsley2@tak.nz,Samantha,Kingsley,5879
alexander.ashford2@tak.nz,Alexander,Ashford,5880
janet.miller2@tak.nz,Janet,Miller,5881
tyler.wilson2@tak.nz,Tyler,Wilson,5882
joyce.lee2@tak.nz,Joyce,Lee,5883
douglas.ramirez2@tak.nz,Douglas,Ramirez,5884
evelyn.wright2@tak.nz,Evelyn,Wright,5885
christian.adams2@tak.nz,Christian,Adams,5886
martha.carter2@tak.nz,Martha,Carter,5887
carl.parker2@tak.nz,Carl,Parker,5888
grace.morales2@tak.nz,Grace,Morales,5889
bryan.cooper2@tak.nz,Bryan,Cooper,5890
amber.kim2@tak.nz,Amber,Kim,5891
juan.wood2@tak.nz,Juan,Wood,5892
jane.price2@tak.nz,Jane,Price,5893
mason.ross2@tak.nz,Mason,Ross,5894
gina.sullivan2@tak.nz,Gina,Sullivan,5895
eugene.fisher2@tak.nz,Eugene,Fisher,5896
charlotte.hamilton2@tak.nz,Charlotte,Hamilton,5897
alexis.cole2@tak.nz,Alexis,Cole,5898
priscilla.murray2@tak.nz,Priscilla,Murray,5899
michael.kennedy2@tak.nz,Michael,Kennedy,5900
susan.christensen2@tak.nz,Susan,Christensen,5901
christopher.erikson2@tak.nz,Christopher,Erikson,5902
betty.sinclair2@tak.nz,Betty,Sinclair,5903
paul.barker2@tak.nz,Paul,Barker,5904
carol.dixon2@tak.nz,Carol,Dixon,5905
timothy.gardner2@tak.nz,Timothy,Gardner,5906
laura.chapman2@tak.nz,Laura,Chapman,5907
gary.delaney2@tak.nz,Gary,Delaney,5908
anna.williams2@tak.nz,Anna,Williams,5909
scott.martinez2@tak.nz,Scott,Martinez,5910
christine.taylor2@tak.nz,Christine,Taylor,5911
patrick.white2@tak.nz,Patrick,White,5912
maria.walker2@tak.nz,Maria,Walker,5913
jose.nguyen2@tak.nz,Jose,Nguyen,5914
olivia.hall2@tak.nz,Olivia,Hall,5915
kyle.phillips2@tak.nz,Kyle,Phillips,5916
megan.collins2@tak.nz,Megan,Collins,5917
roger.rogers2@tak.nz,Roger,Rogers,5918
teresa.reed2@tak.nz,Teresa,Reed,5919
dylan.richardson2@tak.nz,Dylan,Richardson,5920
theresa.gray2@tak.nz,Theresa,Gray,5921
bruce.sanders2@tak.nz,Bruce,Sanders,5922
rose.powell2@tak.nz,Rose,Powell,5923
willie.butler2@tak.nz,Willie,Butler,5924
alexis.romero2@tak.nz,Alexis,Romero,5925
ralph.griffin2@tak.nz,Ralph,Griffin,5926
isabella.gibson2@tak.nz,Isabella,Gibson,5927
louis.owens2@tak.nz,Louis,Owens,5928
jasmine.fernandez2@tak.nz,Jasmine,Fernandez,5929
marcus.hansen2@tak.nz,Marcus,Hansen,5930
patricia.stewart2@tak.nz,Patricia,Stewart,5931
david.henderson2@tak.nz,David,Henderson,5932
sarah.newton2@tak.nz,Sarah,Newton,5933
matthew.barrett2@tak.nz,Matthew,Barrett,5934
ashley.todd2@tak.nz,Ashley,Todd,5935
joshua.ashworth2@tak.nz,Joshua,Ashworth,5936
melissa.blackburn2@tak.nz,Melissa,Blackburn,5937
edward.garcia2@tak.nz,Edward,Garcia,5938
kathleen.gonzalez2@tak.nz,Kathleen,Gonzalez,5939
eric.martin2@tak.nz,Eric,Martin,5940
pamela.clark2@tak.nz,Pamela,Clark,5941
benjamin.king2@tak.nz,Benjamin,King,5942
rachel.green2@tak.nz,Rachel,Green,5943
jack.mitchell2@tak.nz,Jack,Mitchell,5944
diane.diaz2@tak.nz,Diane,Diaz,5945
nathan.morris2@tak.nz,Nathan,Morris,5946
christina.morgan2@tak.nz,Christina,Morgan,5947
walter.ramos2@tak.nz,Walter,Ramos,5948
cheryl.chavez2@tak.nz,Cheryl,Chavez,5949
austin.hughes2@tak.nz,Austin,Hughes,5950
janice.long2@tak.nz,Janice,Long,5951
lawrence.russell2@tak.nz,Lawrence,Russell,5952
beverly.gonzales2@tak.nz,Beverly,Gonzales,5953
joe.alexander2@tak.nz,Joe,Alexander,5954
diana.west2@tak.nz,Diana,West,5955
wayne.stevens2@tak.nz,Wayne,Stevens,5956
kayla.ruiz2@tak.nz,Kayla,Ruiz,5957
russell.stevenson2@tak.nz,Russell,Stevenson,5958
ava.olsen2@tak.nz,Ava,Olsen,5959
lee.duncan2@tak.nz,Lee,Duncan,5960
kylie.fletcher2@tak.nz,Kylie,Fletcher,5961
james.pearce2@tak.nz,James,Pearce,5962
linda.osborne2@tak.nz,Linda,Osborne,5963
joseph.kirk2@tak.nz,Joseph,Kirk,5964
nancy.winslow2@tak.nz,Nancy,Winslow,5965
mark.johnson2@tak.nz,Mark,Johnson,5966
emily.rodriguez2@tak.nz,Emily,Rodriguez,5967
kevin.thomas2@tak.nz,Kevin,Thomas,5968
stephanie.thompson2@tak.nz,Stephanie,Thompson,5969
jeffrey.robinson2@tak.nz,Jeffrey,Robinson,5970
shirley.torres2@tak.nz,Shirley,Torres,5971
stephen.baker2@tak.nz,Stephen,Baker,5972
emma.gomez2@tak.nz,Emma,Gomez,5973
gregory.edwards2@tak.nz,Gregory,Edwards,5974
carolyn.cook2@tak.nz,Carolyn,Cook,5975
jerry.bailey2@tak.nz,Jerry,Bailey,5976
julie.ward2@tak.nz,Julie,Ward,5977
zachary.bennett2@tak.nz,Zachary,Bennett,5978
joan.castillo2@tak.nz,Joan,Castillo,5979
jeremy.jimenez2@tak.nz,Jeremy,Jimenez,5980
jacqueline.coleman2@tak.nz,Jacqueline,Coleman,5981
gerald.simmons2@tak.nz,Gerald,Simmons,5982
julia.reynolds2@tak.nz,Julia,Reynolds,5983
jesse.chapman2@tak.nz,Jesse,Chapman,5984
marilyn.marshall2@tak.nz,Marilyn,Marshall,5985
alan.warren2@tak.nz,Alan,Warren,5986
natalie.larsen2@tak.nz,Natalie,Larsen,5987
vincent.cameron2@tak.nz,Vincent,Cameron,5988
doris.grant2@tak.nz,Doris,Grant,5989
philip.chambers2@tak.nz,Philip,Chambers,5990
chloe.nolan2@tak.nz,Chloe,Nolan,5991
craig.lawson2@tak.nz,Craig,Lawson,5992
ellie.blackwood2@tak.nz,Ellie,Blackwood,5993
robert.sutherland2@tak.nz,Robert,Sutherland,5994
barbara.jones2@tak.nz,Barbara,Jones,5995
charles.lopez2@tak.nz,Charles,Lopez,5996
margaret.jackson2@tak.nz,Margaret,Jackson,5997
steven.sanchez2@tak.nz,Steven,Sanchez,5998
michelle.allen2@tak.nz,Michelle,Allen,5999
george.flores2@tak.nz,George,Flores,6000
sharon.campbell2@tak.nz,Sharon,Campbell,6001
jacob.turner2@tak.nz,Jacob,Turner,6002
helen.stewart2@tak.nz,Helen,Stewart,6003
justin.ortiz2@tak.nz,Justin,Ortiz,6004
katherine.howard2@tak.nz,Katherine,Howard,6005
frank.brooks2@tak.nz,Frank,Brooks,6006
ruth.ruiz2@tak.nz,Ruth,Ruiz,6007
aaron.myers2@tak.nz,Aaron,Myers,6008
victoria.perry2@tak.nz,Victoria,Perry,6009
peter.barnes2@tak.nz,Peter,Barnes,6010
judith.patterson2@tak.nz,Judith,Patterson,6011
keith.moreno2@tak.nz,Keith,Moreno,6012
gloria.ellis2@tak.nz,Gloria,Ellis,6013
harold.harrison2@tak.nz,Harold,Harrison,6014
judy.simpson2@tak.nz,Judy,Simpson,6015
billy.pedersen2@tak.nz,Billy,Pedersen,6016
danielle.ferguson2@tak.nz,Danielle,Ferguson,6017
albert.marsh2@tak.nz,Albert,Marsh,6018
lori.boyd2@tak.nz,Lori,Boyd,6019
roy.palmer2@tak.nz,Roy,Palmer,6020
erin.burton2@tak.nz,Erin,Burton,6021
curtis.radley2@tak.nz,Curtis,Radley,6022
bethany.smith2@tak.nz,Bethany,Smith,6023
fred.davis2@tak.nz,Fred,Davis,6024
mary.anderson2@tak.nz,Mary,Anderson,6025
william.perez2@tak.nz,William,Perez,6026
jessica.lewis2@tak.nz,Jessica,Lewis,6027
daniel.scott2@tak.nz,Daniel,Scott,6028
sandra.nelson2@tak.nz,Sandra,Nelson,6029
andrew.roberts2@tak.nz,Andrew,Roberts,6030
amanda.cruz2@tak.nz,Amanda,Cruz,6031
ronald.murphy2@tak.nz,Ronald,Murphy,6032
cynthia.peterson2@tak.nz,Cynthia,Peterson,6033
nicholas.cox2@tak.nz,Nicholas,Cox,6034
brenda.james2@tak.nz,Brenda,James,6035
brandon.alvarez2@tak.nz,Brandon,Alvarez,6036
debra.foster2@tak.nz,Debra,Foster,6037
raymond.bell2@tak.nz,Raymond,Bell,6038
heather.vasquez2@tak.nz,Heather,Vasquez,6039
adam.graham2@tak.nz,Adam,Graham,6040
kelly.hayes2@tak.nz,Kelly,Hayes,6041
ethan.ford2@tak.nz,Ethan,Ford,6042
andrea.wells2@tak.nz,Andrea,Wells,6043
terry.berg2@tak.nz,Terry,Berg,6044
sara.fraser2@tak.nz,Sara,Fraser,6045
arthur.douglas2@tak.nz,Arthur,Douglas,6046
madison.harvey2@tak.nz,Madison,Harvey,6047
gabriel.hunt2@tak.nz,Gabriel,Hunt,6048
brittany.franklin2@tak.nz,Brittany,Franklin,6049
elijah.whitfield2@tak.nz,Elijah,Whitfield,6050
tiffany.redmond2@tak.nz,Tiffany,Redmond,6051
bobby.brown2@tak.nz,Bobby,Brown,6052
sophia.hernandez2@tak.nz,Sophia,Hernandez,6053
jimmy.moore2@tak.nz,Jimmy,Moore,6054
leah.harris2@tak.nz,Leah,Harris,6055
chad.young2@tak.nz,Chad,Young,6056
jennifer.hill2@tak.nz,Jennifer,Hill,6057
richard.rivera2@tak.nz,Richard,Rivera,6058
karen.evans2@tak.nz,Karen,Evans,6059
anthony.reyes2@tak.nz,Anthony,Reyes,6060
kimberly.gutierrez2@tak.nz,Kimberly,Gutierrez,6061
kenneth.kelly2@tak.nz,Kenneth,Kelly,6062
deborah.watson2@tak.nz,Deborah,Watson,6063
jason.mendoza2@tak.nz,Jason,Mendoza,6064
amy.patel2@tak.nz,Amy,Patel,6065
jonathan.jenkins2@tak.nz,Jonathan,Jenkins,6066
nicole.henderson2@tak.nz,Nicole,Henderson,6067
samuel.jordan2@tak.nz,Samuel,Jordan,6068
catherine.wallace2@tak.nz,Catherine,Wallace,6069
dennis.bryant2@tak.nz,Dennis,Bryant,6070
virginia.mcdonald2@tak.nz,Virginia,McDonald,6071
henry.webb2@tak.nz,Henry,Webb,6072
lauren.andersen2@tak.nz,Lauren,Andersen,6073
noah.macdonald2@tak.nz,Noah,MacDonald,6074
hannah.bishop2@tak.nz,Hannah,Bishop,6075
sean.holt2@tak.nz,Sean,Holt,6076
marie.curtis2@tak.nz,Marie,Curtis,6077
jordan.manning2@tak.nz,Jordan,Manning,6078
denise.kingsley2@tak.nz,Denise,Kingsley,6079
logan.ashford2@tak.nz,Logan,Ashford,6080
abigail.miller2@tak.nz,Abigail,Miller,6081
randy.wilson2@tak.nz,Randy,Wilson,6082
alice.lee2@tak.nz,Alice,Lee,6083
bradley.ramirez2@tak.nz,Bradley,Ramirez,6084
renee.wright2@tak.nz,Renee,Wright,6085
todd.adams2@tak.nz,Todd,Adams,6086
tara.carter2@tak.nz,Tara,Carter,6087
john.parker2@tak.nz,John,Parker,6088
elizabeth.morales2@tak.nz,Elizabeth,Morales,6089
thomas.cooper2@tak.nz,Thomas,Cooper,6090
lisa.kim2@tak.nz,Lisa,Kim,6091
donald.wood2@tak.nz,Donald,Wood,6092
donna.price2@tak.nz,Donna,Price,6093
brian.ross2@tak.nz,Brian,Ross,6094
rebecca.sullivan2@tak.nz,Rebecca,Sullivan,6095
ryan.fisher2@tak.nz,Ryan,Fisher,6096
angela.hamilton2@tak.nz,Angela,Hamilton,6097
larry.cole2@tak.nz,Larry,Cole,6098
samantha.murray2@tak.nz,Samantha,Murray,6099
alexander.kennedy2@tak.nz,Alexander,Kennedy,6100
janet.christensen2@tak.nz,Janet,Christensen,6101
tyler.erikson2@tak.nz,Tyler,Erikson,6102
joyce.sinclair2@tak.nz,Joyce,Sinclair,6103
douglas.barker2@tak.nz,Douglas,Barker,6104
evelyn.dixon2@tak.nz,Evelyn,Dixon,6105
christian.gardner2@tak.nz,Christian,Gardner,6106
martha.chapman2@tak.nz,Martha,Chapman,6107
carl.delaney2@tak.nz,Carl,Delaney,6108
grace.williams2@tak.nz,Grace,Williams,6109
bryan.martinez2@tak.nz,Bryan,Martinez,6110
amber.taylor2@tak.nz,Amber,Taylor,6111
juan.white2@tak.nz,Juan,White,6112
jane.walker2@tak.nz,Jane,Walker,6113
mason.nguyen2@tak.nz,Mason,Nguyen,6114
gina.hall2@tak.nz,Gina,Hall,6115
eugene.phillips2@tak.nz,Eugene,Phillips,6116
charlotte.collins2@tak.nz,Charlotte,Collins,6117
alexis.rogers2@tak.nz,Alexis,Rogers,6118
priscilla.reed2@tak.nz,Priscilla,Reed,6119
michael.richardson2@tak.nz,Michael,Richardson,6120
susan.gray2@tak.nz,Susan,Gray,6121
christopher.sanders2@tak.nz,Christopher,Sanders,6122
betty.powell2@tak.nz,Betty,Powell,6123
paul.butler2@tak.nz,Paul,Butler,6124
carol.romero2@tak.nz,Carol,Romero,6125
timothy.griffin2@tak.nz,Timothy,Griffin,6126
laura.gibson2@tak.nz,Laura,Gibson,6127
gary.owens2@tak.nz,Gary,Owens,6128
anna.fernandez2@tak.nz,Anna,Fernandez,6129
scott.hansen2@tak.nz,Scott,Hansen,6130
christine.stewart2@tak.nz,Christine,Stewart,6131
patrick.henderson2@tak.nz,Patrick,Henderson,6132
maria.newton2@tak.nz,Maria,Newton,6133
jose.barrett2@tak.nz,Jose,Barrett,6134
olivia.todd2@tak.nz,Olivia,Todd,6135
kyle.ashworth2@tak.nz,Kyle,Ashworth,6136
megan.blackburn2@tak.nz,Megan,Blackburn,6137
roger.garcia2@tak.nz,Roger,Garcia,6138
teresa.gonzalez2@tak.nz,Teresa,Gonzalez,6139
dylan.martin2@tak.nz,Dylan,Martin,6140
theresa.clark2@tak.nz,Theresa,Clark,6141
bruce.king2@tak.nz,Bruce,King,6142
rose.green2@tak.nz,Rose,Green,6143
willie.mitchell2@tak.nz,Willie,Mitchell,6144
alexis.diaz2@tak.nz,Alexis,Diaz,6145
ralph.morris2@tak.nz,Ralph,Morris,6146
isabella.morgan2@tak.nz,Isabella,Morgan,6147
louis.ramos2@tak.nz,Louis,Ramos,6148
jasmine.chavez2@tak.nz,Jasmine,Chavez,6149
marcus.hughes2@tak.nz,Marcus,Hughes,6150
patricia.long2@tak.nz,Patricia,Long,6151
david.russell2@tak.nz,David,Russell,6152
sarah.gonzales2@tak.nz,Sarah,Gonzales,6153
matthew.alexander2@tak.nz,Matthew,Alexander,6154
ashley.west2@tak.nz,Ashley,West,6155
joshua.stevens2@tak.nz,Joshua,Stevens,6156
melissa.ruiz2@tak.nz,Melissa,Ruiz,6157
edward.stevenson2@tak.nz,Edward,Stevenson,6158
kathleen.olsen2@tak.nz,Kathleen,Olsen,6159
eric.duncan2@tak.nz,Eric,Duncan,6160
pamela.fletcher2@tak.nz,Pamela,Fletcher,6161
benjamin.pearce2@tak.nz,Benjamin,Pearce,6162
rachel.osborne2@tak.nz,Rachel,Osborne,6163
jack.kirk2@tak.nz,Jack,Kirk,6164
diane.winslow2@tak.nz,Diane,Winslow,6165
nathan.johnson2@tak.nz,Nathan,Johnson,6166
christina.rodriguez2@tak.nz,Christina,Rodriguez,6167
walter.thomas2@tak.nz,Walter,Thomas,6168
cheryl.thompson2@tak.nz,Cheryl,Thompson,6169
austin.robinson2@tak.nz,Austin,Robinson,6170
janice.torres2@tak.nz,Janice,Torres,6171
lawrence.baker2@tak.nz,Lawrence,Baker,6172
beverly.gomez2@tak.nz,Beverly,Gomez,6173
joe.edwards2@tak.nz,Joe,Edwards,6174
diana.cook2@tak.nz,Diana,Cook,6175
wayne.bailey2@tak.nz,Wayne,Bailey,6176
kayla.ward2@tak.nz,Kayla,Ward,6177
russell.bennett2@tak.nz,Russell,Bennett,6178
ava.castillo2@tak.nz,Ava,Castillo,6179
lee.jimenez2@tak.nz,Lee,Jimenez,6180
kylie.coleman2@tak.nz,Kylie,Coleman,6181
james.simmons2@tak.nz,James,Simmons,6182
linda.reynolds2@tak.nz,Linda,Reynolds,6183
joseph.chapman2@tak.nz,Joseph,Chapman,6184
nancy.marshall2@tak.nz,Nancy,Marshall,6185
mark.warren2@tak.nz,Mark,Warren,6186
emily.larsen2@tak.nz,Emily,Larsen,6187
kevin.cameron2@tak.nz,Kevin,Cameron,6188
stephanie.grant2@tak.nz,Stephanie,Grant,6189
jeffrey.chambers2@tak.nz,Jeffrey,Chambers,6190
shirley.nolan2@tak.nz,Shirley,Nolan,6191
stephen.lawson2@tak.nz,Stephen,Lawson,6192
emma.blackwood2@tak.nz,Emma,Blackwood,6193
gregory.sutherland2@tak.nz,Gregory,Sutherland,6194
carolyn.jones2@tak.nz,Carolyn,Jones,6195
jerry.lopez2@tak.nz,Jerry,Lopez,6196
julie.jackson2@tak.nz,Julie,Jackson,6197
zachary.sanchez2@tak.nz,Zachary,Sanchez,6198
joan.allen2@tak.nz,Joan,Allen,6199
jeremy.flores2@tak.nz,Jeremy,Flores,6200
jacqueline.campbell2@tak.nz,Jacqueline,Campbell,6201
gerald.turner2@tak.nz,Gerald,Turner,6202
julia.stewart2@tak.nz,Julia,Stewart,6203
jesse.ortiz2@tak.nz,Jesse,Ortiz,6204
marilyn.howard2@tak.nz,Marilyn,Howard,6205
alan.brooks2@tak.nz,Alan,Brooks,6206
natalie.ruiz2@tak.nz,Natalie,Ruiz,6207
vincent.myers2@tak.nz,Vincent,Myers,6208
doris.perry2@tak.nz,Doris,Perry,6209
philip.barnes2@tak.nz,Philip,Barnes,6210
chloe.patterson2@tak.nz,Chloe,Patterson,6211
craig.moreno2@tak.nz,Craig,Moreno,6212
ellie.ellis2@tak.nz,Ellie,Ellis,6213
robert.harrison2@tak.nz,Robert,Harrison,6214
barbara.simpson2@tak.nz,Barbara,Simpson,6215
charles.pedersen2@tak.nz,Charles,Pedersen,6216
margaret.ferguson2@tak.nz,Margaret,Ferguson,6217
steven.marsh2@tak.nz,Steven,Marsh,6218
michelle.boyd2@tak.nz,Michelle,Boyd,6219
george.palmer2@tak.nz,George,Palmer,6220
sharon.burton2@tak.nz,Sharon,Burton,6221
jacob.radley2@tak.nz,Jacob,Radley,6222
helen.smith2@tak.nz,Helen,Smith,6223
justin.davis2@tak.nz,Justin,Davis,6224
katherine.anderson2@tak.nz,Katherine,Anderson,6225
frank.perez2@tak.nz,Frank,Perez,6226
ruth.lewis2@tak.nz,Ruth,Lewis,6227
aaron.scott2@tak.nz,Aaron,Scott,6228
victoria.nelson2@tak.nz,Victoria,Nelson,6229
peter.roberts2@tak.nz,Peter,Roberts,6230
judith.cruz2@tak.nz,Judith,Cruz,6231
keith.murphy2@tak.nz,Keith,Murphy,6232
gloria.peterson2@tak.nz,Gloria,Peterson,6233
harold.cox2@tak.nz,Harold,Cox,6234
judy.james2@tak.nz,Judy,James,6235
billy.alvarez2@tak.nz,Billy,Alvarez,6236
danielle.foster2@tak.nz,Danielle,Foster,6237
albert.bell2@tak.nz,Albert,Bell,6238
lori.vasquez2@tak.nz,Lori,Vasquez,6239
roy.graham2@tak.nz,Roy,Graham,6240
erin.hayes2@tak.nz,Erin,Hayes,6241
curtis.ford2@tak.nz,Curtis,Ford,6242
bethany.wells2@tak.nz,Bethany,Wells,6243
fred.berg2@tak.nz,Fred,Berg,6244
mary.fraser2@tak.nz,Mary,Fraser,6245
william.douglas2@tak.nz,William,Douglas,6246
jessica.harvey2@tak.nz,Jessica,Harvey,6247
daniel.hunt2@tak.nz,Daniel,Hunt,6248
sandra.franklin2@tak.nz,Sandra,Franklin,6249
andrew.whitfield2@tak.nz,Andrew,Whitfield,6250
amanda.redmond2@tak.nz,Amanda,Redmond,6251
ronald.brown2@tak.nz,Ronald,Brown,6252
cynthia.hernandez2@tak.nz,Cynthia,Hernandez,6253
nicholas.moore2@tak.nz,Nicholas,Moore,6254
brenda.harris2@tak.nz,Brenda,Harris,6255
brandon.young2@tak.nz,Brandon,Young,6256
debra.hill2@tak.nz,Debra,Hill,6257
raymond.rivera2@tak.nz,Raymond,Rivera,6258
heather.evans2@tak.nz,Heather,Evans,6259
adam.reyes2@tak.nz,Adam,Reyes,6260
kelly.gutierrez2@tak.nz,Kelly,Gutierrez,6261
ethan.kelly2@tak.nz,Ethan,Kelly,6262
andrea.watson2@tak.nz,Andrea,Watson,6263
terry.mendoza2@tak.nz,Terry,Mendoza,6264
sara.patel2@tak.nz,Sara,Patel,6265
arthur.jenkins2@tak.nz,Arthur,Jenkins,6266
madison.henderson2@tak.nz,Madison,Henderson,6267
gabriel.jordan2@tak.nz,Gabriel,Jordan,6268
brittany.wallace2@tak.nz,Brittany,Wallace,6269
elijah.bryant2@tak.nz,Elijah,Bryant,6270
tiffany.mcdonald2@tak.nz,Tiffany,McDonald,6271
bobby.webb2@tak.nz,Bobby,Webb,6272
sophia.andersen2@tak.nz,Sophia,Andersen,6273
jimmy.macdonald2@tak.nz,Jimmy,MacDonald,6274
leah.bishop2@tak.nz,Leah,Bishop,6275
chad.holt2@tak.nz,Chad,Holt,6276
jennifer.curtis2@tak.nz,Jennifer,Curtis,6277
richard.manning2@tak.nz,Richard,Manning,6278
karen.kingsley2@tak.nz,Karen,Kingsley,6279
anthony.ashford2@tak.nz,Anthony,Ashford,6280
kimberly.miller2@tak.nz,Kimberly,Miller,6281
kenneth.wilson2@tak.nz,Kenneth,Wilson,6282
deborah.lee2@tak.nz,Deborah,Lee,6283
jason.ramirez2@tak.nz,Jason,Ramirez,6284
amy.wright2@tak.nz,Amy,Wright,6285
jonathan.adams2@tak.nz,Jonathan,Adams,6286
nicole.carter2@tak.nz,Nicole,Carter,6287
samuel.parker2@tak.nz,Samuel,Parker,6288
catherine.morales2@tak.nz,Catherine,Morales,6289
dennis.cooper2@tak.nz,Dennis,Cooper,6290
virginia.kim2@tak.nz,Virginia,Kim,6291
henry.wood2@tak.nz,Henry,Wood,6292
lauren.price2@tak.nz,Lauren,Price,6293
noah.ross2@tak.nz,Noah,Ross,6294
