rowId,parentRowRef,parentTeamName,parentTeamId,name,visibility,callsignPrefix,color,canJoin
,d17,,,Milford Sound,public,MILF,,true
,d17,,,Mossburn,public,MOSS,,true
,d17,,,Riversdale,public,RIVE,,true
,d17,,,Te Anau,public,TEAN,,true
,d17,,,Waikaia,public,WAIK,,true
,d17,,,Blackmount,public,BLAC,,true
,d17,,,Dipton,public,DIPT,,true
,d17,,,Drummond,public,DRUM,,true
,d17,,,Nightcaps,public,NIGH,,true
,d17,,,Ohai,public,OHAI,,true
,d17,,,Orepuki,public,OREP,,true
,d17,,,Otautau,public,OTAU,,true
,d17,,,Riverton,public,RIV,,true
,d17,,,Thornbury,public,THOR,,true
,d17,,,Tuatapere,public,TUAT,,true
,d17,,,Winton,public,WINT,,true
,d17,,,Browns,public,BROW,,true
,d17,,,Edendale,public,EDEN,,true
,d17,,,Gore,public,GORE,,true
,d17,,,Hedgehope,public,HEDG,,true
,d17,,,Mataura,public,MATA,,true
,d17,,,Pukerau,public,PUKE,,true
,d17,,,Tokanui,public,TOKA,,true
,d17,,,Waikaka,public,WAI,,true
,d17,,,Waikawa / Curio Bay,public,WCB,,true
,d17,,,Waimahaka,public,WAIM,,true
,d17,,,Wyndham,public,WYND,,true
,d17,,,Bluff,public,BLUF,,true
,d17,,,Invercargill,public,INVE,,true
,d17,,,Kingswell,public,KING,,true
,d17,,,Oban,public,OBAN,,true
,d17,,,Wallacetown,public,WALL,,true
